# Value  before after
448.0 1.0 2.0
450.0 1.0 2.0
451.0 1.0 0.0
453.0 1.0 1.0
455.0 0.0 2.0
456.0 1.0 0.0
458.0 1.0 1.0
459.0 1.0 0.0
460.0 1.0 0.0
461.0 0.0 2.0
462.0 3.0 1.0
463.0 1.0 1.0
464.0 0.0 2.0
465.0 1.0 1.0
466.0 1.0 1.0
467.0 2.0 1.0
468.0 0.0 1.0
469.0 1.0 0.0
470.0 1.0 0.0
471.0 1.0 1.0
472.0 1.0 1.0
474.0 2.0 1.0
475.0 1.0 0.0
476.0 0.0 3.0
477.0 0.0 1.0
478.0 2.0 0.0
479.0 0.0 1.0
480.0 0.0 3.0
482.0 1.0 0.0
483.0 3.0 0.0
484.0 1.0 1.0
485.0 0.0 2.0
486.0 1.0 0.0
487.0 2.0 0.0
488.0 0.0 2.0
489.0 0.0 2.0
490.0 2.0 0.0
491.0 1.0 0.0
492.0 1.0 2.0
493.0 1.0 1.0
494.0 1.0 1.0
495.0 0.0 1.0
496.0 0.0 2.0
497.0 1.0 0.0
498.0 1.0 0.0
499.0 1.0 1.0
500.0 0.0 1.0
501.0 2.0 1.0
502.0 1.0 0.0
503.0 0.0 2.0
505.0 1.0 0.0
507.0 1.0 1.0
508.0 1.0 0.0
509.0 1.0 1.0
510.0 1.0 1.0
512.0 3.0 2.0
514.0 0.0 3.0
515.0 1.0 0.0
517.0 0.0 1.0
518.0 0.0 1.0
520.0 1.0 0.0
521.0 3.0 0.0
522.0 0.0 1.0
523.0 0.0 2.0
524.0 3.0 0.0
526.0 3.0 3.0
527.0 1.0 0.0
528.0 0.0 3.0
529.0 2.0 0.0
530.0 0.0 1.0
531.0 1.0 1.0
534.0 0.0 1.0
535.0 2.0 0.0
537.0 0.0 1.0
538.0 0.0 2.0
540.0 0.0 1.0
543.0 1.0 0.0
545.0 0.0 1.0
546.0 1.0 0.0
547.0 1.0 0.0
548.0 1.0 1.0
549.0 0.0 1.0
550.0 1.0 1.0
552.0 0.0 1.0
557.0 2.0 0.0
562.0 0.0 2.0
565.0 1.0 0.0
567.0 1.0 1.0
569.0 1.0 1.0
571.0 0.0 1.0
574.0 1.0 0.0
576.0 1.0 1.0
579.0 1.0 0.0
580.0 1.0 0.0
581.0 0.0 1.0
582.0 1.0 0.0
584.0 2.0 0.0
585.0 0.0 2.0
586.0 0.0 1.0
587.0 0.0 1.0
592.0 1.0 0.0
597.0 0.0 2.0
599.0 1.0 0.0
601.0 1.0 0.0
602.0 1.0 0.0
604.0 0.0 2.0
605.0 1.0 0.0
606.0 0.0 1.0
611.0 0.0 1.0
612.0 1.0 0.0
614.0 1.0 0.0
616.0 1.0 1.0
617.0 1.0 0.0
621.0 0.0 1.0
622.0 0.0 1.0
623.0 0.0 1.0
624.0 1.0 0.0
626.0 0.0 1.0
628.0 1.0 0.0
629.0 1.0 0.0
630.0 0.0 1.0
631.0 0.0 1.0
632.0 1.0 0.0
634.0 0.0 1.0
635.0 1.0 0.0
638.0 1.0 0.0
640.0 0.0 2.0
657.0 1.0 0.0
662.0 0.0 1.0
667.0 2.0 0.0
669.0 0.0 2.0
673.0 1.0 0.0
675.0 0.0 1.0
676.0 1.0 0.0
678.0 0.0 1.0
685.0 1.0 0.0
687.0 1.0 1.0
689.0 0.0 1.0
696.0 1.0 0.0
698.0 0.0 1.0
701.0 1.0 0.0
713.0 0.0 1.0
717.0 1.0 0.0
719.0 0.0 1.0
720.0 1.0 0.0
722.0 0.0 1.0
816.0 1.0 0.0
843.0 1.0 0.0
845.0 0.0 1.0
876.0 0.0 1.0
895.0 1.0 0.0
901.0 0.0 1.0
990.0 1.0 0.0
992.0 0.0 1.0
